year,quarter,region,economic_activity,facility_size,no_of_faicility,saudi_employees,male_saudies,female_saudies,foreign_employees,male_foreigners,female_foreigners
2023,1,المنطقة الشرقية,الخدمات,صغيرة,73,568,346,222,733,715,18
2023,1,المنطقة الشرقية,الخدمات,كبيرة,2,891,534,357,156,142,14
2023,1,المنطقة الشرقية,الخدمات,متناهية الصغر,181,121,77,44,280,275,5
2023,1,المنطقة الشرقية,الخدمات,متوسطة,19,1151,735,416,779,763,16
2023,1,منطقة الباحة,الخدمات,متناهية الصغر,6,3,3,0,8,8,0
2023,1,منطقة الجوف,الخدمات,صغيرة,1,6,6,0,0,0,0
2023,1,منطقة الجوف,الخدمات,متناهية الصغر,8,2,2,0,8,8,0
2023,1,منطقة الحدود الشمالية,الخدمات,متناهية الصغر,4,0,0,0,12,12,0
2023,1,منطقة الحدود الشمالية,الخدمات,متوسطة,1,0,0,0,55,55,0
2023,1,منطقة الرياض,الخدمات,صغيرة,200,1752,1068,684,1326,1280,46
2023,1,منطقة الرياض,الخدمات,كبيرة,13,21217,17132,4085,1357,1334,23
2023,1,منطقة الرياض,الخدمات,متناهية الصغر,466,469,309,160,621,594,27
2023,1,منطقة الرياض,الخدمات,متوسطة,40,2710,1827,883,1567,1461,106
2023,1,منطقة القصيم,الخدمات,صغيرة,6,23,20,3,59,59,0
2023,1,منطقة القصيم,الخدمات,متناهية الصغر,26,6,3,3,46,46,0
2023,1,منطقة المدينة المنورة,الخدمات,صغيرة,4,35,34,1,22,22,0
2023,1,منطقة المدينة المنورة,الخدمات,كبيرة,1,208,174,34,89,88,1
2023,1,منطقة المدينة المنورة,الخدمات,متناهية الصغر,42,33,17,16,65,64,1
2023,1,منطقة تبوك,الخدمات,متناهية الصغر,14,2,2,0,25,25,0
2023,1,منطقة جازان,الخدمات,متناهية الصغر,16,1,0,1,35,35,0
2023,1,منطقة حائل,الخدمات,متناهية الصغر,19,4,4,0,48,48,0
2023,1,منطقة عسير,الخدمات,صغيرة,3,24,10,14,21,21,0
2023,1,منطقة عسير,الخدمات,متناهية الصغر,25,8,4,4,36,35,1
2023,1,منطقة مكة المكرمة,الخدمات,صغيرة,104,620,345,275,895,852,43
2023,1,منطقة مكة المكرمة,الخدمات,كبيرة,2,2865,2342,523,257,254,3
2023,1,منطقة مكة المكرمة,الخدمات,متناهية الصغر,346,202,136,66,596,576,20
2023,1,منطقة مكة المكرمة,الخدمات,متوسطة,19,1031,714,317,625,614,11
2023,1,منطقة نجران,الخدمات,صغيرة,1,2,0,2,5,5,0
2023,1,منطقة نجران,الخدمات,متناهية الصغر,11,3,1,2,22,22,0
2023,1,المنطقة الشرقية,الخدمات,صغيرة,722,1446,324,1122,5524,3536,1988
2023,1,المنطقة الشرقية,الخدمات,كبيرة,4,287,118,169,2243,2243,0
2023,1,المنطقة الشرقية,الخدمات,متناهية الصغر,6669,1312,451,861,14618,13330,1288
2023,1,المنطقة الشرقية,الخدمات,متوسطة,12,250,92,158,950,915,35
2023,1,منطقة الباحة,الخدمات,صغيرة,9,10,9,1,49,49,0
2023,1,منطقة الباحة,الخدمات,متناهية الصغر,507,70,33,37,1014,948,66
2023,1,منطقة الجوف,الخدمات,صغيرة,40,65,38,27,322,290,32
2023,1,منطقة الجوف,الخدمات,متناهية الصغر,836,85,46,39,1736,1624,112
2023,1,منطقة الحدود الشمالية,الخدمات,صغيرة,21,28,8,20,147,98,49
2023,1,منطقة الحدود الشمالية,الخدمات,متناهية الصغر,639,63,26,37,1465,1366,99
2023,1,منطقة الرياض,الخدمات,صغيرة,1458,3445,768,2677,12343,7995,4348
2023,1,منطقة الرياض,الخدمات,كبيرة,3,1079,545,534,1483,1045,438
2023,1,منطقة الرياض,الخدمات,متناهية الصغر,10578,2159,710,1449,23161,20587,2574
2023,1,منطقة الرياض,الخدمات,متوسطة,34,742,123,619,2169,1519,650
2023,1,منطقة القصيم,الخدمات,صغيرة,132,236,50,186,1065,652,413
2023,1,منطقة القصيم,الخدمات,متناهية الصغر,2270,245,98,147,4935,4573,362
2023,1,منطقة القصيم,الخدمات,متوسطة,4,69,34,35,260,202,58
2023,1,منطقة المدينة المنورة,الخدمات,صغيرة,156,324,71,253,1226,765,461
2023,1,منطقة المدينة المنورة,الخدمات,متناهية الصغر,2998,351,161,190,6121,5706,415
2023,1,منطقة المدينة المنورة,الخدمات,متوسطة,1,41,4,37,110,5,105
2023,1,منطقة تبوك,الخدمات,صغيرة,42,75,15,60,364,282,82
2023,1,منطقة تبوك,الخدمات,متناهية الصغر,1529,169,72,97,3177,3010,167
2023,1,منطقة تبوك,الخدمات,متوسطة,1,15,4,11,64,64,0
2023,1,منطقة جازان,الخدمات,صغيرة,39,101,14,87,295,164,131
2023,1,منطقة جازان,الخدمات,متناهية الصغر,2101,170,89,81,4498,4286,212
2023,1,منطقة حائل,الخدمات,صغيرة,55,118,30,88,454,271,183
2023,1,منطقة حائل,الخدمات,متناهية الصغر,1230,128,46,82,2694,2502,192
2023,1,منطقة حائل,الخدمات,متوسطة,1,36,1,35,57,7,50
2023,1,منطقة عسير,الخدمات,صغيرة,109,173,69,104,788,633,155
2023,1,منطقة عسير,الخدمات,متناهية الصغر,3032,373,161,212,6255,5905,350
2023,1,منطقة مكة المكرمة,الخدمات,صغيرة,743,1770,403,1367,6233,3745,2488
2023,1,منطقة مكة المكرمة,الخدمات,متناهية الصغر,9360,1524,582,942,20044,18180,1864
2023,1,منطقة مكة المكرمة,الخدمات,متوسطة,18,394,48,346,1029,291,738
2023,1,منطقة نجران,الخدمات,صغيرة,23,40,13,27,170,137,33
2023,1,منطقة نجران,الخدمات,متناهية الصغر,935,83,21,62,2051,1900,151
2023,1,المنطقة الشرقية,الأنشطه المعماريه والهندسيه,صغيرة,1974,5030,2513,2517,24273,24182,91
2023,1,المنطقة الشرقية,الأنشطه المعماريه والهندسيه,كبيرة,90,17436,14245,3191,69645,69482,163
2023,1,المنطقة الشرقية,الأنشطه المعماريه والهندسيه,متناهية الصغر,7108,1713,826,887,17792,17746,46
2023,1,المنطقة الشرقية,الأنشطه المعماريه والهندسيه,متوسطة,258,5206,3264,1942,23322,23229,93
2023,1,منطقة الباحة,الأنشطه المعماريه والهندسيه,صغيرة,49,66,45,21,453,453,0
2023,1,منطقة الباحة,الأنشطه المعماريه والهندسيه,متناهية الصغر,544,87,57,30,1257,1256,1
2023,1,منطقة الباحة,الأنشطه المعماريه والهندسيه,متوسطة,4,84,47,37,388,388,0
2023,1,منطقة الجوف,الأنشطه المعماريه والهندسيه,صغيرة,59,100,66,34,648,632,16
2023,1,منطقة الجوف,الأنشطه المعماريه والهندسيه,متناهية الصغر,714,92,61,31,1663,1658,5
2023,1,منطقة الجوف,الأنشطه المعماريه والهندسيه,متوسطة,5,59,39,20,361,360,1
2023,1,منطقة الحدود الشمالية,الأنشطه المعماريه والهندسيه,صغيرة,35,60,31,29,282,280,2
2023,1,منطقة الحدود الشمالية,الأنشطه المعماريه والهندسيه,متناهية الصغر,484,51,33,18,1290,1287,3
2023,1,منطقة الحدود الشمالية,الأنشطه المعماريه والهندسيه,متوسطة,2,38,37,1,232,232,0
2023,1,منطقة الرياض,الأنشطه المعماريه والهندسيه,صغيرة,3160,8581,3683,4898,40640,40306,334
2023,1,منطقة الرياض,الأنشطه المعماريه والهندسيه,كبيرة,158,32977,24533,8444,113815,111903,1912
2023,1,منطقة الرياض,الأنشطه المعماريه والهندسيه,متناهية الصغر,12272,2874,1270,1604,29080,28841,239
2023,1,منطقة الرياض,الأنشطه المعماريه والهندسيه,متوسطة,532,9822,5421,4401,44636,44349,287
2023,1,منطقة القصيم,الأنشطه المعماريه والهندسيه,صغيرة,365,634,341,293,4453,4442,11
2023,1,منطقة القصيم,الأنشطه المعماريه والهندسيه,كبيرة,11,832,566,266,6286,6005,281
2023,1,منطقة القصيم,الأنشطه المعماريه والهندسيه,متناهية الصغر,2906,394,234,160,7176,7149,27
2023,1,منطقة القصيم,الأنشطه المعماريه والهندسيه,متوسطة,47,321,195,126,4658,4658,0
2023,1,منطقة المدينة المنورة,الأنشطه المعماريه والهندسيه,صغيرة,375,733,413,320,3904,3885,19
2023,1,منطقة المدينة المنورة,الأنشطه المعماريه والهندسيه,كبيرة,9,1435,845,590,5401,5264,137
2023,1,منطقة المدينة المنورة,الأنشطه المعماريه والهندسيه,متناهية الصغر,3271,514,284,230,8367,8320,47
2023,1,منطقة المدينة المنورة,الأنشطه المعماريه والهندسيه,متوسطة,22,360,203,157,1556,1548,8
2023,1,منطقة تبوك,الأنشطه المعماريه والهندسيه,صغيرة,83,147,70,77,820,817,3
2023,1,منطقة تبوك,الأنشطه المعماريه والهندسيه,كبيرة,1,97,87,10,702,702,0
2023,1,منطقة تبوك,الأنشطه المعماريه والهندسيه,متناهية الصغر,1423,190,97,93,3511,3504,7
2023,1,منطقة تبوك,الأنشطه المعماريه والهندسيه,متوسطة,3,34,13,21,181,181,0
2023,1,منطقة جازان,الأنشطه المعماريه والهندسيه,صغيرة,98,160,82,78,802,802,0
2023,1,منطقة جازان,الأنشطه المعماريه والهندسيه,متناهية الصغر,2385,268,144,124,6136,6110,26
2023,1,منطقة جازان,الأنشطه المعماريه والهندسيه,متوسطة,2,37,27,10,243,243,0
2023,1,منطقة حائل,الأنشطه المعماريه والهندسيه,صغيرة,101,143,66,77,992,992,0
2023,1,منطقة حائل,الأنشطه المعماريه والهندسيه,كبيرة,2,205,152,53,773,769,4
2023,1,منطقة حائل,الأنشطه المعماريه والهندسيه,متناهية الصغر,1138,130,60,70,2807,2796,11
2023,1,منطقة حائل,الأنشطه المعماريه والهندسيه,متوسطة,9,113,83,30,773,762,11
2023,1,منطقة عسير,الأنشطه المعماريه والهندسيه,صغيرة,311,608,337,271,3020,3004,16
2023,1,منطقة عسير,الأنشطه المعماريه والهندسيه,كبيرة,4,475,155,320,2512,2511,1
2023,1,منطقة عسير,الأنشطه المعماريه والهندسيه,متناهية الصغر,3167,436,220,216,7502,7488,14
2023,1,منطقة عسير,الأنشطه المعماريه والهندسيه,متوسطة,13,288,187,101,889,888,1
2023,1,منطقة مكة المكرمة,الأنشطه المعماريه والهندسيه,صغيرة,1988,4914,2413,2501,22704,22515,189
2023,1,منطقة مكة المكرمة,الأنشطه المعماريه والهندسيه,كبيرة,52,5904,3855,2049,27512,27372,140
2023,1,منطقة مكة المكرمة,الأنشطه المعماريه والهندسيه,متناهية الصغر,11485,2259,1088,1171,27339,27041,298
2023,1,منطقة مكة المكرمة,الأنشطه المعماريه والهندسيه,متوسطة,221,4315,2634,1681,18866,18775,91
2023,1,منطقة نجران,الأنشطه المعماريه والهندسيه,صغيرة,89,129,67,62,981,981,0
2023,1,منطقة نجران,الأنشطه المعماريه والهندسيه,كبيرة,3,305,247,58,3047,3044,3
2023,1,منطقة نجران,الأنشطه المعماريه والهندسيه,متناهية الصغر,1092,126,60,66,2417,2407,10
2023,1,منطقة نجران,الأنشطه المعماريه والهندسيه,متوسطة,9,221,139,82,1008,1008,0
2023,1,المنطقة الشرقية,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,صغيرة,10,60,25,35,97,97,0
2023,1,المنطقة الشرقية,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,كبيرة,1,280,220,60,314,310,4
2023,1,المنطقة الشرقية,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,متناهية الصغر,26,20,8,12,32,32,0
2023,1,المنطقة الشرقية,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,متوسطة,2,44,21,23,260,260,0
2023,1,منطقة الباحة,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,متناهية الصغر,1,1,1,0,0,0,0
2023,1,منطقة الجوف,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,متناهية الصغر,1,0,0,0,4,4,0
2023,1,منطقة الحدود الشمالية,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,متناهية الصغر,1,0,0,0,4,4,0
2023,1,منطقة الرياض,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,صغيرة,103,418,166,252,1054,1028,26
2023,1,منطقة الرياض,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,كبيرة,5,1120,619,501,3473,3446,27
2023,1,منطقة الرياض,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,متناهية الصغر,262,127,63,64,500,486,14
2023,1,منطقة الرياض,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,متوسطة,22,634,351,283,1870,1845,25
2023,1,منطقة القصيم,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,صغيرة,1,1,0,1,6,6,0
2023,1,منطقة القصيم,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,متناهية الصغر,10,2,1,1,16,16,0
2023,1,منطقة المدينة المنورة,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,صغيرة,2,3,2,1,9,9,0
2023,1,منطقة المدينة المنورة,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,متناهية الصغر,15,4,2,2,28,28,0
2023,1,منطقة المدينة المنورة,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,متوسطة,1,80,80,0,127,127,0
2023,1,منطقة تبوك,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,متناهية الصغر,9,1,0,1,24,23,1
2023,1,منطقة جازان,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,صغيرة,1,9,8,1,24,24,0
2023,1,منطقة جازان,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,متناهية الصغر,7,0,0,0,14,14,0
2023,1,منطقة حائل,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,متناهية الصغر,4,0,0,0,12,12,0
2023,1,منطقة عسير,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,صغيرة,3,10,4,6,11,11,0
2023,1,منطقة عسير,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,متناهية الصغر,9,3,2,1,26,26,0
2023,1,منطقة مكة المكرمة,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,صغيرة,30,113,54,59,247,244,3
2023,1,منطقة مكة المكرمة,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,كبيرة,3,1610,1386,224,2391,2391,0
2023,1,منطقة مكة المكرمة,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,متناهية الصغر,99,49,24,25,164,158,6
2023,1,منطقة مكة المكرمة,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,متوسطة,6,111,38,73,324,324,0
2023,1,منطقة نجران,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,متناهية الصغر,3,0,0,0,4,4,0
2023,1,المنطقة الشرقية,البرمجة,صغيرة,3,14,8,6,17,17,0
2023,1,المنطقة الشرقية,البرمجة,متناهية الصغر,11,3,0,3,22,21,1
2023,1,منطقة الجوف,البرمجة,متناهية الصغر,1,0,0,0,1,1,0
2023,1,منطقة الرياض,البرمجة,صغيرة,12,34,18,16,75,73,2
2023,1,منطقة الرياض,البرمجة,متناهية الصغر,60,35,17,18,109,107,2
2023,1,منطقة الرياض,البرمجة,متوسطة,4,197,117,80,209,178,31
2023,1,منطقة القصيم,البرمجة,متناهية الصغر,2,0,0,0,3,3,0
2023,1,منطقة المدينة المنورة,البرمجة,متناهية الصغر,4,1,0,1,9,9,0
2023,1,منطقة تبوك,البرمجة,متناهية الصغر,2,0,0,0,5,5,0
2023,1,منطقة جازان,البرمجة,متناهية الصغر,1,1,0,1,3,3,0
2023,1,منطقة حائل,البرمجة,صغيرة,1,2,1,1,5,5,0
2023,1,منطقة عسير,البرمجة,متناهية الصغر,8,2,2,0,16,16,0
2023,1,منطقة مكة المكرمة,البرمجة,صغيرة,10,71,46,25,86,85,1
2023,1,منطقة مكة المكرمة,البرمجة,متناهية الصغر,23,6,1,5,49,48,1
2023,1,منطقة مكة المكرمة,البرمجة,متوسطة,1,57,29,28,70,70,0
2023,1,منطقة نجران,البرمجة,متناهية الصغر,1,1,1,0,3,3,0
2023,1,المنطقة الشرقية,البرمجة,صغيرة,108,727,365,362,891,869,22
2023,1,المنطقة الشرقية,البرمجة,كبيرة,2,672,605,67,287,287,0
2023,1,المنطقة الشرقية,البرمجة,متناهية الصغر,292,249,118,131,416,408,8
2023,1,المنطقة الشرقية,البرمجة,متوسطة,11,645,320,325,405,395,10
2023,1,منطقة الباحة,البرمجة,متناهية الصغر,4,3,2,1,6,6,0
2023,1,منطقة الجوف,البرمجة,متناهية الصغر,11,9,4,5,25,25,0
2023,1,منطقة الحدود الشمالية,البرمجة,متناهية الصغر,9,2,1,1,15,15,0
2023,1,منطقة الرياض,البرمجة,صغيرة,628,4483,2101,2382,5555,5313,242
2023,1,منطقة الرياض,البرمجة,كبيرة,25,15698,9717,5981,7465,7037,428
2023,1,منطقة الرياض,البرمجة,متناهية الصغر,1471,1191,563,628,2180,2078,102
2023,1,منطقة الرياض,البرمجة,متوسطة,103,5100,3016,2084,4667,4521,146
2023,1,منطقة القصيم,البرمجة,صغيرة,9,53,35,18,75,75,0
2023,1,منطقة القصيم,البرمجة,متناهية الصغر,71,37,16,21,131,131,0
2023,1,منطقة القصيم,البرمجة,متوسطة,1,32,7,25,24,24,0
2023,1,منطقة المدينة المنورة,البرمجة,صغيرة,9,40,13,27,48,48,0
2023,1,منطقة المدينة المنورة,البرمجة,متناهية الصغر,88,41,15,26,151,145,6
2023,1,منطقة المدينة المنورة,البرمجة,متوسطة,1,39,37,2,20,20,0
2023,1,منطقة تبوك,البرمجة,صغيرة,1,5,4,1,13,13,0
2023,1,منطقة تبوك,البرمجة,متناهية الصغر,20,6,2,4,39,39,0
2023,1,منطقة جازان,البرمجة,صغيرة,1,1,1,0,7,7,0
2023,1,منطقة جازان,البرمجة,متناهية الصغر,30,3,2,1,63,63,0
2023,1,منطقة حائل,البرمجة,صغيرة,2,4,1,3,17,17,0
2023,1,منطقة حائل,البرمجة,متناهية الصغر,14,6,3,3,26,26,0
2023,1,منطقة عسير,البرمجة,صغيرة,6,24,14,10,52,51,1
2023,1,منطقة عسير,البرمجة,متناهية الصغر,61,20,9,11,116,114,2
2023,1,منطقة مكة المكرمة,البرمجة,صغيرة,145,702,315,387,1158,1102,56
2023,1,منطقة مكة المكرمة,البرمجة,كبيرة,1,794,767,27,41,38,3
2023,1,منطقة مكة المكرمة,البرمجة,متناهية الصغر,606,376,183,193,967,922,45
2023,1,منطقة مكة المكرمة,البرمجة,متوسطة,13,570,300,270,611,589,22
2023,1,منطقة نجران,البرمجة,متناهية الصغر,11,7,0,7,25,24,1
2023,1,المنطقة الشرقية,أنشطة الأمن والتحقيقات,صغيرة,23,429,392,37,60,56,4
2023,1,المنطقة الشرقية,أنشطة الأمن والتحقيقات,كبيرة,8,5158,4690,468,0,0,0
2023,1,المنطقة الشرقية,أنشطة الأمن والتحقيقات,متناهية الصغر,53,88,78,10,51,51,0
2023,1,المنطقة الشرقية,أنشطة الأمن والتحقيقات,متوسطة,16,1419,1342,77,81,81,0
2023,1,منطقة الباحة,أنشطة الأمن والتحقيقات,صغيرة,1,7,6,1,0,0,0
2023,1,منطقة الجوف,أنشطة الأمن والتحقيقات,صغيرة,2,59,44,15,0,0,0
2023,1,منطقة الجوف,أنشطة الأمن والتحقيقات,متناهية الصغر,7,12,11,1,3,3,0
2023,1,منطقة الحدود الشمالية,أنشطة الأمن والتحقيقات,صغيرة,1,17,12,5,0,0,0
2023,1,منطقة الحدود الشمالية,أنشطة الأمن والتحقيقات,كبيرة,1,0,0,0,331,331,0
2023,1,منطقة الحدود الشمالية,أنشطة الأمن والتحقيقات,متناهية الصغر,2,1,1,0,3,2,1
2023,1,منطقة الرياض,أنشطة الأمن والتحقيقات,صغيرة,53,749,610,139,191,189,2
2023,1,منطقة الرياض,أنشطة الأمن والتحقيقات,كبيرة,20,21061,19162,1899,180,178,2
2023,1,منطقة الرياض,أنشطة الأمن والتحقيقات,متناهية الصغر,110,129,91,38,128,127,1
2023,1,منطقة الرياض,أنشطة الأمن والتحقيقات,متوسطة,21,2531,2293,238,107,104,3
2023,1,منطقة القصيم,أنشطة الأمن والتحقيقات,صغيرة,3,87,84,3,1,1,0
2023,1,منطقة القصيم,أنشطة الأمن والتحقيقات,متناهية الصغر,13,9,7,2,22,22,0
2023,1,منطقة القصيم,أنشطة الأمن والتحقيقات,متوسطة,1,52,47,5,9,5,4
2023,1,منطقة المدينة المنورة,أنشطة الأمن والتحقيقات,صغيرة,4,46,42,4,6,6,0
2023,1,منطقة المدينة المنورة,أنشطة الأمن والتحقيقات,متناهية الصغر,13,9,8,1,16,16,0
2023,1,منطقة المدينة المنورة,أنشطة الأمن والتحقيقات,متوسطة,2,179,176,3,0,0,0
2023,1,منطقة تبوك,أنشطة الأمن والتحقيقات,متناهية الصغر,8,5,4,1,10,10,0
2023,1,منطقة جازان,أنشطة الأمن والتحقيقات,صغيرة,3,15,14,1,13,13,0
2023,1,منطقة جازان,أنشطة الأمن والتحقيقات,كبيرة,1,257,256,1,0,0,0
2023,1,منطقة جازان,أنشطة الأمن والتحقيقات,متناهية الصغر,9,4,3,1,13,13,0
2023,1,منطقة حائل,أنشطة الأمن والتحقيقات,صغيرة,1,9,9,0,0,0,0
2023,1,منطقة حائل,أنشطة الأمن والتحقيقات,متناهية الصغر,3,4,2,2,10,10,0
2023,1,منطقة حائل,أنشطة الأمن والتحقيقات,متوسطة,1,76,73,3,0,0,0
2023,1,منطقة عسير,أنشطة الأمن والتحقيقات,صغيرة,4,74,68,6,0,0,0
2023,1,منطقة عسير,أنشطة الأمن والتحقيقات,كبيرة,2,995,972,23,0,0,0
2023,1,منطقة عسير,أنشطة الأمن والتحقيقات,متناهية الصغر,7,11,4,7,9,9,0
2023,1,منطقة مكة المكرمة,أنشطة الأمن والتحقيقات,صغيرة,37,523,458,65,40,36,4
2023,1,منطقة مكة المكرمة,أنشطة الأمن والتحقيقات,كبيرة,5,2651,2407,244,0,0,0
2023,1,منطقة مكة المكرمة,أنشطة الأمن والتحقيقات,متناهية الصغر,70,62,49,13,85,82,3
2023,1,منطقة مكة المكرمة,أنشطة الأمن والتحقيقات,متوسطة,8,1142,981,161,74,74,0
2023,1,منطقة نجران,أنشطة الأمن والتحقيقات,متناهية الصغر,2,1,0,1,4,4,0
2023,1,منطقة نجران,أنشطة الأمن والتحقيقات,متوسطة,1,236,209,27,1,1,0
2023,1,المنطقة الشرقية,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,صغيرة,1,3,0,3,8,8,0
2023,1,المنطقة الشرقية,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,متناهية الصغر,6,1,1,0,9,8,1
2023,1,منطقة الرياض,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,متناهية الصغر,7,1,1,0,9,8,1
2023,1,منطقة القصيم,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,صغيرة,1,0,0,0,7,7,0
2023,1,منطقة القصيم,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,متناهية الصغر,5,1,1,0,10,10,0
2023,1,منطقة المدينة المنورة,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,متناهية الصغر,1,0,0,0,3,3,0
2023,1,منطقة جازان,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,متناهية الصغر,1,1,0,1,1,0,1
2023,1,منطقة حائل,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,متناهية الصغر,3,0,0,0,6,6,0
2023,1,منطقة عسير,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,صغيرة,1,0,0,0,7,7,0
2023,1,منطقة مكة المكرمة,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,متناهية الصغر,1,0,0,0,1,1,0
2023,1,منطقة نجران,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,متناهية الصغر,1,0,0,0,1,1,0
2023,1,المنطقة الشرقية,أنشطة الاستخدام,صغيرة,49,257,124,133,373,252,121
2023,1,المنطقة الشرقية,أنشطة الاستخدام,كبيرة,21,100,70,30,53655,39649,14006
2023,1,المنطقة الشرقية,أنشطة الاستخدام,متناهية الصغر,291,310,167,143,352,331,21
2023,1,المنطقة الشرقية,أنشطة الاستخدام,متوسطة,11,503,375,128,916,484,432
2023,1,منطقة الباحة,أنشطة الاستخدام,صغيرة,1,3,1,2,4,4,0
2023,1,منطقة الباحة,أنشطة الاستخدام,متناهية الصغر,14,9,4,5,14,14,0
2023,1,منطقة الجوف,أنشطة الاستخدام,صغيرة,4,16,10,6,63,6,57
2023,1,منطقة الجوف,أنشطة الاستخدام,متناهية الصغر,28,33,10,23,27,27,0
2023,1,منطقة الحدود الشمالية,أنشطة الاستخدام,صغيرة,2,4,0,4,27,2,25
2023,1,منطقة الحدود الشمالية,أنشطة الاستخدام,متناهية الصغر,21,20,10,10,32,31,1
2023,1,منطقة الحدود الشمالية,أنشطة الاستخدام,متوسطة,1,1,0,1,169,0,169
2023,1,منطقة الرياض,أنشطة الاستخدام,صغيرة,177,1118,426,692,1281,979,302
2023,1,منطقة الرياض,أنشطة الاستخدام,كبيرة,52,10566,1522,9044,201711,116320,85391
2023,1,منطقة الرياض,أنشطة الاستخدام,متناهية الصغر,760,651,324,327,1094,1050,44
2023,1,منطقة الرياض,أنشطة الاستخدام,متوسطة,31,1615,830,785,1878,896,982
2023,1,منطقة القصيم,أنشطة الاستخدام,صغيرة,23,106,37,69,434,190,244
2023,1,منطقة القصيم,أنشطة الاستخدام,متناهية الصغر,79,73,38,35,108,107,1
2023,1,منطقة القصيم,أنشطة الاستخدام,متوسطة,1,10,2,8,184,5,179
2023,1,منطقة المدينة المنورة,أنشطة الاستخدام,صغيرة,12,51,23,28,146,25,121
2023,1,منطقة المدينة المنورة,أنشطة الاستخدام,متناهية الصغر,99,70,48,22,149,140,9
2023,1,منطقة المدينة المنورة,أنشطة الاستخدام,متوسطة,1,0,0,0,57,0,57
2023,1,منطقة تبوك,أنشطة الاستخدام,صغيرة,5,18,10,8,16,16,0
2023,1,منطقة تبوك,أنشطة الاستخدام,متناهية الصغر,53,34,16,18,73,71,2
2023,1,منطقة جازان,أنشطة الاستخدام,صغيرة,2,3,0,3,39,39,0
2023,1,منطقة جازان,أنشطة الاستخدام,متناهية الصغر,42,15,9,6,77,77,0
2023,1,منطقة حائل,أنشطة الاستخدام,صغيرة,6,41,15,26,27,26,1
2023,1,منطقة حائل,أنشطة الاستخدام,متناهية الصغر,49,44,23,21,72,71,1
2023,1,منطقة حائل,أنشطة الاستخدام,متوسطة,1,1,1,0,89,0,89
2023,1,منطقة عسير,أنشطة الاستخدام,صغيرة,13,28,9,19,123,16,107
2023,1,منطقة عسير,أنشطة الاستخدام,كبيرة,2,0,0,0,15923,10443,5480
2023,1,منطقة عسير,أنشطة الاستخدام,متناهية الصغر,124,82,47,35,182,181,1
2023,1,منطقة عسير,أنشطة الاستخدام,متوسطة,2,124,41,83,116,55,61
2023,1,منطقة مكة المكرمة,أنشطة الاستخدام,صغيرة,51,222,93,129,394,268,126
2023,1,منطقة مكة المكرمة,أنشطة الاستخدام,كبيرة,9,111,14,97,15108,12019,3089
2023,1,منطقة مكة المكرمة,أنشطة الاستخدام,متناهية الصغر,386,273,160,113,584,565,19
2023,1,منطقة مكة المكرمة,أنشطة الاستخدام,متوسطة,6,113,43,70,372,158,214
2023,1,منطقة نجران,أنشطة الاستخدام,صغيرة,5,10,6,4,54,32,22
2023,1,منطقة نجران,أنشطة الاستخدام,متناهية الصغر,53,29,11,18,90,77,13
